id,name,type,format,generatedBy,scopeId,fileKey,fileUrl,parameters,createdAt,programId
90007,Test Individual Report,individual,excel,1,30001,reports/1/1772830687365-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 20:58:06,
90008,Team Report,manager,excel,2,,reports/2/1772830688987-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 20:58:07,
90009,Test Admin Report,admin,excel,1,,reports/1/1772831017390-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:03:35,
90010,Test Manager Report,manager,excel,1,,reports/1/1772831019083-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:03:37,
90011,Test Individual Report,individual,excel,1,30001,reports/1/1772831019610-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:03:39,
90012,Team Report,manager,excel,2,,reports/2/1772831021184-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:03:39,
90013,Relatório Semanal,individual,excel,690412,30099,reports/690412/1772831506747-Relat_rio_Semanal.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/690412/1772831506747-Relat_rio_Semanal.xlsx,,2026-03-06 21:11:46,
90014,Relatório Semanal,manager,excel,690412,,reports/690412/1772831592679-Relat_rio_Semanal.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/690412/1772831592679-Relat_rio_Semanal.xlsx,,2026-03-06 21:13:11,
120001,Test Admin Report,admin,excel,1,,reports/1/1772834236786-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:57:15,
120002,Test Manager Report,manager,excel,1,,reports/1/1772834238477-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:57:16,
120003,Test Individual Report,individual,excel,1,30001,reports/1/1772834239026-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:57:18,
120004,Team Report,manager,excel,2,,reports/2/1772834240654-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 21:57:19,
120005,Test Admin Report,admin,excel,1,,reports/1/1772835045885-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:10:44,
120006,Test Manager Report,manager,excel,1,,reports/1/1772835047539-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:10:45,
120007,Test Individual Report,individual,excel,1,30001,reports/1/1772835048093-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:10:47,
120008,Team Report,manager,excel,2,,reports/2/1772835049681-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:10:48,
120009,Test Admin Report,admin,excel,1,,reports/1/1772835610787-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:20:09,
120010,Test Manager Report,manager,excel,1,,reports/1/1772835612475-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:20:10,
120011,Test Individual Report,individual,excel,1,30001,reports/1/1772835613029-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:20:12,
120012,Team Report,manager,excel,2,,reports/2/1772835614613-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 22:20:13,
120013,Test Admin Report,admin,excel,1,,reports/1/1772838177416-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:02:55,
120014,Test Manager Report,manager,excel,1,,reports/1/1772838179049-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:02:57,
120015,Test Individual Report,individual,excel,1,30001,reports/1/1772838179590-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:02:59,
120016,Team Report,manager,excel,2,,reports/2/1772838181204-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:02:59,
120017,Test Admin Report,admin,excel,1,,reports/1/1772838724750-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:12:02,
120018,Test Manager Report,manager,excel,1,,reports/1/1772838726438-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:12:04,
120019,Test Individual Report,individual,excel,1,30001,reports/1/1772838727005-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:12:06,
120020,Team Report,manager,excel,2,,reports/2/1772838728654-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:12:07,
120021,Test Admin Report,admin,excel,1,,reports/1/1772839409767-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:23:28,
120022,Test Manager Report,manager,excel,1,,reports/1/1772839411394-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:23:29,
120023,Test Individual Report,individual,excel,1,30001,reports/1/1772839411946-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:23:31,
120024,Team Report,manager,excel,2,,reports/2/1772839413565-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-06 23:23:32,
150001,Test Admin Report,admin,excel,1,,reports/1/1772852368064-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-07 02:59:27,
150002,Test Manager Report,manager,excel,1,,reports/1/1772852368722-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-07 02:59:28,
150003,Test Individual Report,individual,excel,1,30001,reports/1/1772852368927-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-07 02:59:28,
150004,Team Report,manager,excel,2,,reports/2/1772852369453-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-07 02:59:28,
180001,Test Admin Report,admin,excel,1,,reports/1/1772940166228-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 03:22:45,
180002,Test Manager Report,manager,excel,1,,reports/1/1772940166866-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 03:22:46,
180003,Test Individual Report,individual,excel,1,30001,reports/1/1772940167043-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 03:22:46,
180004,Team Report,manager,excel,2,,reports/2/1772940167660-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 03:22:47,
180005,Test Admin Report,admin,excel,1,,reports/1/1772942934063-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:08:53,
180006,Test Manager Report,manager,excel,1,,reports/1/1772942934662-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:08:54,
180007,Test Individual Report,individual,excel,1,30001,reports/1/1772942934831-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:08:54,
180008,Team Report,manager,excel,2,,reports/2/1772942935398-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:08:54,
180009,Test Admin Report,admin,excel,1,,reports/1/1772942950305-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:09:09,
180010,Test Manager Report,manager,excel,1,,reports/1/1772942950878-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:09:10,
180011,Test Individual Report,individual,excel,1,30001,reports/1/1772942951052-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:09:10,
180012,Team Report,manager,excel,2,,reports/2/1772942951550-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 04:09:11,
210001,Test Admin Report,admin,excel,1,,reports/1/1772986741495-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:00,
210002,Test Manager Report,manager,excel,1,,reports/1/1772986742289-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:01,
210003,Test Individual Report,individual,excel,1,30001,reports/1/1772986742471-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:02,
210004,Team Report,manager,excel,2,,reports/2/1772986743101-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:02,
210005,Test Admin Report,admin,excel,1,,reports/1/1772986781086-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:40,
210006,Test Manager Report,manager,excel,1,,reports/1/1772986781640-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:41,
210007,Test Individual Report,individual,excel,1,30001,reports/1/1772986781801-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:41,
210008,Team Report,manager,excel,2,,reports/2/1772986782287-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 16:19:41,
240001,Test Admin Report,admin,excel,1,,reports/1/1772990481494-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 17:21:20,
240002,Test Manager Report,manager,excel,1,,reports/1/1772990482092-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 17:21:21,
240003,Test Individual Report,individual,excel,1,30001,reports/1/1772990482272-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 17:21:22,
240004,Team Report,manager,excel,2,,reports/2/1772990482821-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 17:21:22,
240005,Relatório Semanal,manager,excel,690412,,reports/690412/1772991465511-Relat_rio_Semanal.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/690412/1772991465511-Relat_rio_Semanal.xlsx,,2026-03-08 17:37:44,
270001,Test Admin Report,admin,excel,1,,reports/1/1773013379137-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 23:42:58,
270002,Test Manager Report,manager,excel,1,,reports/1/1773013379665-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 23:42:59,
270003,Test Individual Report,individual,excel,1,30001,reports/1/1773013379814-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 23:42:59,
270004,Team Report,manager,excel,2,,reports/2/1773013380258-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-08 23:42:59,
300001,Test Admin Report,admin,excel,1,,reports/1/1773017059375-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 00:44:18,
300002,Test Manager Report,manager,excel,1,,reports/1/1773017059951-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 00:44:19,
300003,Test Individual Report,individual,excel,1,30001,reports/1/1773017060107-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 00:44:19,
300004,Team Report,manager,excel,2,,reports/2/1773017060668-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 00:44:20,
330001,Test Admin Report,admin,excel,1,,reports/1/1773019181602-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:19:40,
330002,Test Manager Report,manager,excel,1,,reports/1/1773019182232-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:19:41,
330003,Test Individual Report,individual,excel,1,30001,reports/1/1773019182408-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:19:42,
330004,Team Report,manager,excel,2,,reports/2/1773019182916-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:19:42,
330005,Test Admin Report,admin,excel,1,,reports/1/1773019241913-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:20:41,
330006,Test Manager Report,manager,excel,1,,reports/1/1773019242560-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:20:41,
330007,Test Individual Report,individual,excel,1,30001,reports/1/1773019242738-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:20:42,
330008,Team Report,manager,excel,2,,reports/2/1773019243333-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 01:20:42,
360001,Test Admin Report,admin,excel,1,,reports/1/1773024634028-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:50:33,
360002,Test Manager Report,manager,excel,1,,reports/1/1773024634640-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:50:34,
360003,Test Individual Report,individual,excel,1,30001,reports/1/1773024634845-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:50:34,
360004,Team Report,manager,excel,2,,reports/2/1773024635423-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:50:34,
360005,Test Admin Report,admin,excel,1,,reports/1/1773024672472-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:51:11,
360006,Test Manager Report,manager,excel,1,,reports/1/1773024673107-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:51:12,
360007,Test Individual Report,individual,excel,1,30001,reports/1/1773024673274-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:51:13,
360008,Team Report,manager,excel,2,,reports/2/1773024673868-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 02:51:13,
390001,Test Admin Report,admin,excel,1,,reports/1/1773065209602-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:06:48,
390002,Test Manager Report,manager,excel,1,,reports/1/1773065210254-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:06:49,
390003,Test Individual Report,individual,excel,1,30001,reports/1/1773065210421-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:06:50,
390004,Team Report,manager,excel,2,,reports/2/1773065210971-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:06:50,
390005,Test Admin Report,admin,excel,1,,reports/1/1773065227596-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:07:06,
390006,Test Manager Report,manager,excel,1,,reports/1/1773065228358-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:07:07,
390007,Test Individual Report,individual,excel,1,30001,reports/1/1773065228550-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:07:08,
390008,Team Report,manager,excel,2,,reports/2/1773065229187-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 14:07:08,
390009,Relatorio Janeiro 2026,individual,excel,720421,30001,reports/720421/1773079666788-Relatorio_Janeiro_2026.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/720421/1773079666788-Relatorio_Janeiro_2026.xlsx,,2026-03-09 18:07:46,
390010,Test Admin Report,admin,excel,1,,reports/1/1773087485649-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:18:03,
390011,Test Manager Report,manager,excel,1,,reports/1/1773087487308-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:18:05,
390012,Test Individual Report,individual,excel,1,30001,reports/1/1773087487848-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:18:07,
390013,Team Report,manager,excel,2,,reports/2/1773087489403-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:18:07,
390014,Test Admin Report,admin,excel,1,,reports/1/1773089165311-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:46:03,
390015,Test Manager Report,manager,excel,1,,reports/1/1773089166974-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:46:05,
390016,Test Individual Report,individual,excel,1,30001,reports/1/1773089167501-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:46:07,
390017,Team Report,manager,excel,2,,reports/2/1773089169102-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 20:46:07,
390018,Test Admin Report,admin,excel,1,,reports/1/1773090607842-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 21:10:06,
390019,Test Manager Report,manager,excel,1,,reports/1/1773090609585-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 21:10:07,
390020,Test Individual Report,individual,excel,1,30001,reports/1/1773090610113-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 21:10:09,
390021,Team Report,manager,excel,2,,reports/2/1773090611711-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-09 21:10:10,
420001,Relatório Semanal,manager,excel,660170,,reports/660170/1773235844571-Relat_rio_Semanal.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/660170/1773235844571-Relat_rio_Semanal.xlsx,,2026-03-11 13:30:43,
420002,Test Admin Report,admin,excel,1,,reports/1/1773246749401-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:32:27,
420003,Test Manager Report,manager,excel,1,,reports/1/1773246751311-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:32:29,
420004,Test Individual Report,individual,excel,1,30001,reports/1/1773246751851-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:32:31,
420005,Team Report,manager,excel,2,,reports/2/1773246753670-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:32:31,
420006,Test Admin Report,admin,excel,1,,reports/1/1773246808453-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:33:26,
420007,Test Manager Report,manager,excel,1,,reports/1/1773246810389-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:33:28,
420008,Test Individual Report,individual,excel,1,30001,reports/1/1773246810924-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:33:30,
420009,Team Report,manager,excel,2,,reports/2/1773246812837-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 16:33:31,
420010,Test Admin Report,admin,excel,1,,reports/1/1773251023571-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 17:43:41,
420011,Test Manager Report,manager,excel,1,,reports/1/1773251025573-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 17:43:43,
420012,Test Individual Report,individual,excel,1,30001,reports/1/1773251026124-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 17:43:45,
420013,Team Report,manager,excel,2,,reports/2/1773251028062-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 17:43:46,
420014,Test Admin Report,admin,excel,1,,reports/1/1773252116398-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 18:01:54,
420015,Test Manager Report,manager,excel,1,,reports/1/1773252118628-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 18:01:56,
420016,Test Individual Report,individual,excel,1,30001,reports/1/1773252119202-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 18:01:58,
420017,Team Report,manager,excel,2,,reports/2/1773252121391-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 18:01:59,
420018,Relatorio Anual ,manager,excel,660170,,reports/660170/1773260904472-Relatorio_Anual_.xlsx,https://d2xsxph8kpxj0f.cloudfront.net/310519663192322263/5n7arrGNHjNdoFCMzyGXcY/reports/660170/1773260904472-Relatorio_Anual_.xlsx,,2026-03-11 20:28:23,
420019,Test Admin Report,admin,excel,1,,reports/1/1773260913951-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:28:31,
420020,Test Manager Report,manager,excel,1,,reports/1/1773260916146-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:28:34,
420021,Test Individual Report,individual,excel,1,30001,reports/1/1773260916697-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:28:36,
420022,Team Report,manager,excel,2,,reports/2/1773260918790-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:28:36,
420023,Test Admin Report,admin,excel,1,,reports/1/1773261243431-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:34:01,
420024,Test Manager Report,manager,excel,1,,reports/1/1773261245659-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:34:03,
420025,Test Individual Report,individual,excel,1,30001,reports/1/1773261246209-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:34:05,
420026,Team Report,manager,excel,2,,reports/2/1773261248383-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-11 20:34:06,
450001,Test Admin Report,admin,excel,1,,reports/1/1773676834636-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:00:32,
450002,Test Manager Report,manager,excel,1,,reports/1/1773676836907-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:00:34,
450003,Test Individual Report,individual,excel,1,30001,reports/1/1773676837468-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:00:36,
450004,Team Report,manager,excel,2,,reports/2/1773676839678-Team_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:00:37,
450005,Test Admin Report,admin,excel,1,,reports/1/1773677624894-Test_Admin_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:13:42,
450006,Test Manager Report,manager,excel,1,,reports/1/1773677627091-Test_Manager_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:13:44,
450007,Test Individual Report,individual,excel,1,30001,reports/1/1773677627654-Test_Individual_Report.xlsx,https://mock-s3.example.com/test-report.xlsx,,2026-03-16 16:13:47,
